-1	4	700	*	ＮＨＫデータ１
-1	4	701	*	ＮＨＫデータ２
-1	4	755	*	ＢＳ朝日データ７５５
-1	4	778	*	ＢＳジャパン７７８
-1	4	780	*	ＢＳフジ・７８０
-1	4	791	*	ｎａｖｉ
910	4	910	*	ＷＮＩ・９１０
-1	6	55	*	ショップチャンネル
-1	7	100	*	スカパー！プロモ
-1	7	161	*	ＱＶＣ
-1	6	218	*	東映チャンネル
-1	6	219	*	衛星劇場
-1	7	223	*	チャンネルＮＥＣＯ
-1	7	227	*	ザ・シネマ
-1	7	229	*	ＦＯＸムービー
-1	7	240	*	ムービープラスＨＤ
-1	7	250	*	ｓｋｙ・Ａスポーツ＋
-1	7	254	*	ＧＡＯＲＡ
-1	7	257	*	日テレＧ＋　ＨＤ
-1	7	262	*	ゴルフネットＨＤ
-1	7	290	*	ＳＫＹ　ＳＴＡＧＥ
-1	7	292	*	時代劇専門ｃｈＨＤ
-1	7	293	*	ファミリー劇場ＨＤ
-1	7	294	*	ホームドラマＣＨ
-1	6	296	*	ＴＢＳチャンネル１
-1	7	297	*	ＴＢＳチャンネル２
-1	6	298	*	テレ朝チャンネルＨＤ
-1	6	299	*	朝日ニュースターＨＤ
-1	7	300	*	日テレプラス
-1	7	305	*	チャンネル銀河
-1	7	307	*	フジテレビＯＮＥ
-1	7	308	*	フジテレビＴＷＯ
-1	7	309	*	フジテレビＮＥＸＴ
-1	7	310	*	スーパー！ドラマＨＤ
-1	7	311	*	ＡＸＮ
-1	7	312	*	ＦＯＸ
-1	7	314	*	女性ｃｈ／ＬａＬａ
-1	7	315	*	ＦＯＸプラス
-1	7	321	*	スペシャプラス
-1	7	322	*	スペースシャワーＴＶ
-1	7	323	*	ＭＴＶ
-1	7	325	*	エムオン！ＨＤ
-1	6	326	*	ミュージック・エア
-1	7	329	*	歌謡ポップス
-1	7	330	*	キッズステーション
-1	7	331	*	カートゥーン
-1	7	333	*	ＡＴ－Ｘ
-1	7	334	*	ディズニーＸＤ
-1	6	339	*	ディズニージュニア
-1	7	340	*	ディスカバリー
-1	7	341	*	アニマルプラネット
-1	7	342	*	ヒストリーチャンネル
-1	7	343	*	ナショジオチャンネル
-1	7	350	*	日テレＮＥＷＳ２４
-1	7	351	*	ＴＢＳニュースバード
-1	7	353	*	ＢＢＣワールド
-1	7	354	*	ＣＮＮｊ
-1	7	362	*	旅チャンネル
-1	7	363	*	囲碁・将棋チャンネル
-1	6	800	*	スカチャン０
-1	6	801	*	スカチャン１
-1	6	802	*	スカチャン２
-1	6	805	*	スカチャン３
